popularity,streams
46,3458589
47,5789869
51,5845509
49,5040628
38,549971
52,5872524
54,5992468
39,605512
47,6142417
46,5960914
49,4819986
37,772215
65,21277509
42,1235133
53,5063967
47,4728659
43,1370123
45,3279978
37,676298
50,4305256
45,3966584
42,1149448
43,1432909
0,9291
39,708812
43,882933
48,5429776
53,5271473
50,4452058
49,6925643
39,533681
39,659682
43,978927
0,14571
0,6135
48,5618035
47,4741983
43,974088
47,3299937
57,7574355
43,1150745
48,6883173
52,5846946
51,4626801
46,4647774
33,494641
58,7818168
44,1322731
42,1155493
42,1283111
51,5963631
54,4641867
40,1321121
44,1100549
49,3046885
51,5716858
1,13164
52,4951119
43,1350248
42,1188940
53,4138096
53,5492761
44,1331952
48,3324694
38,582109
52,4028539
52,5926426
50,4284927
48,5555145
49,5765699
5,17483
32,352740
57,6164367
60,10876824
50,4475927
63,9782268
38,502190
41,1040908
0,7101
46,5960631
51,5940952
41,937267
45,4054890
45,5377319
42,810850
49,4304967
53,5330882
46,6758552
64,10644781
56,7691387
49,4903223
38,679005
44,1249958
48,5428719
0,8012
62,12228876
42,828013
10,42659
45,6398801
43,1068821
56,5767302
0,5853
38,652420
61,14352987
60,14536690
52,4951115
58,5024488
51,5397105
48,4327003
38,562506
0,14327
66,28799578
0,6866
0,8038
45,5355539
0,5268
41,1116921
54,4602828
36,636349
57,7526673
50,4073906
55,6652013
45,4944134
44,1232791
0,5257
53,5762102
53,5216863
48,6412383
51,4378591
55,7781524
54,4522796
55,5788482
56,7152950
48,6003870
48,5228961
51,4058308
51,5307285
40,1394904
38,685513
0,8073
44,1269779
56,6871983
46,5351003
68,29219885
65,28981302
46,4914153
58,6295247
45,3566618
53,5323304
50,4897489
57,7082529
48,4942705
67,26985790
40,871818
44,1041593
54,4162827
44,803867
51,5962186
45,6854543
54,4516726
49,5683857
57,5448562
53,4690585
61,9569006
44,992942
56,6442261
57,5622781
54,4878748
56,7713894
0,13333
42,1497050
14,48538
49,6233329
51,5411683
47,3933020
48,3878864
52,4314761
0,9486
50,5888074
49,4580622
43,1124291
44,1430237
46,5206511
53,5324051
48,3217770
49,6018752
0,12869
49,3021320
0,14743
42,1455329
47,6766082
46,6165967
64,8594457
43,872113
46,5563669
45,3971512
41,940235
44,1349579
47,5470729
42,1102385
43,1236024
49,3624956
44,1327834
54,4370471
52,4023870
41,1423068
1,8591
43,1025530
44,872713
0,9968
50,5900171
0,8312
0,8820
0,7582
50,4375829
45,3767120
44,1042556
27,297138
47,5395726
64,13085682
0,13860
64,9606575
45,4794124
64,12824866
50,4733140
61,9736529
47,5463654
47,3042074
48,5115097
57,6983310
27,209411
42,1015692
52,4495561
49,6886827
59,7455911
0,5877
0,5787
48,6245812
35,724881
45,3142417
49,6707321
0,13937
50,4770953
45,6092265
53,5026480
17,79267
46,5741743
50,4106698
50,4975165
39,710579
52,5083148
52,5398511
58,5278502
29,270551
46,3984292
52,5385135
48,5946697
34,467697
0,7837
47,5707851
58,5212826
38,707182
47,5092468
48,5399287
0,8333
44,1470671
53,4114008
52,5856563
52,4099092
62,12331279
53,4968848
55,6273021
38,760316
50,5122324
41,1455139
50,5333829
42,1169650
61,12268001
53,4046922
42,1406682
48,4085832
51,5168063
53,4534643
65,23589268
59,7471153
47,4036271
55,6091148
42,1406247
1,9878
53,5838056
58,5243148
52,4439361
53,4553371
0,13830
44,955413
56,6883032
47,6151093
58,7125553
44,968458
0,6448
41,1441854
0,9328
62,9838745
58,5955024
55,6840410
39,628083
54,5441120
49,4514161
59,5321819
0,5215
57,7511166
44,920261
45,5217107
52,5731747
62,14838287
43,1495187
47,4456784
52,4855989
38,721140
50,5042102
49,5486713
42,900409
48,6525369
43,920675
41,902659
42,1054107
19,80004
0,14538
59,6973555
44,1489985
43,1486924
57,6733791
58,6259838
52,4791848
47,3704840
53,4178267
53,4605531
55,7706905
43,1459663
47,3035141
41,1415572
37,771632
0,10362
41,1367311
44,1116288
56,6033034
41,1302592
49,6837765
51,5293165
45,5390148
40,1078315
0,7147
47,5469257
67,25126669
56,5958153
47,4451451
0,7544
39,530396
50,5381922
44,1142080
59,5807518
41,1105316
46,6312237
64,9448539
50,5051212
0,8596
60,12455585
66,23394005
62,13069358
47,5687995
46,5074629
50,5703670
47,5172457
46,3417029
44,1321284
55,5079935
45,4097708
44,1134171
48,6154200
0,9078
50,5897379
58,6211768
55,6112761
44,1123337
51,5694301
24,189046
36,756458
65,20313767
55,7647930
50,4793808
52,4560300
0,7099
53,5974033
41,1003166
47,6735815
42,1419828
54,5403663
0,13652
37,681665
49,5230375
56,5534257
58,6260983
46,4582394
47,4497987
39,618976
49,5211113
38,592979
56,5182435
44,878727
43,985647
49,6297988
42,1277675
45,4408880
0,10727
55,5406652
43,1114152
61,11326960
52,4729981
55,5457465
43,1320563
47,5335577
43,928243
43,1220100
0,5561
53,4594064
49,6726142
34,414739
47,6760773
0,12957
54,5378588
50,5710158
47,4805227
37,549680
59,6249584
50,5719962
45,4055775
45,5476483
40,837875
46,4209554
44,905666
0,6958
33,433387
56,6041782
46,4659028
39,749989
2,11428
37,631129
60,10255496
50,5012640
40,847851
0,14938
48,3134342
0,11713
52,4798460
53,5911915
49,6836169
47,6985279
58,6769089
52,4910102
0,6834
46,5212090
70,38894652
47,5461672
52,5105757
53,5117711
45,6076786
48,4353061
46,3859811
0,5145
44,1188687
53,4960003
47,3329216
0,7103
44,1308868
51,5779865
43,876801
53,5151506
45,4062064
3,13201
0,7478
2,12643
60,10058801
42,839402
31,428001
48,5862552
49,4226816
1,14082
49,5750703
50,5304248
50,4299623
0,14473
0,12462
52,4262880
43,1059692
0,8896
65,19517763
50,4758397
55,5667973
45,4957652
50,4010045
51,4496088
50,4964631
60,8804167
0,14589
43,1250698
39,726334
45,5063572
46,5135608
63,10013614
0,10633
49,3420680
0,8455
46,5963580
48,5015883
48,5505120
42,1002452
48,4905886
48,3107962
65,15146253
48,5012349
48,5017916
42,1487932
0,11066
45,3990203
52,4262840
0,7499
46,3543002
48,5258592
51,4569817
50,4544775
49,6328053
47,5985894
0,5202
42,1403047
44,1022867
0,9564
48,4026907
49,6583409
64,10119608
50,4192333
44,1078782
56,6783915
0,9309
0,11547
46,5447672
48,6273456
42,1251044
44,1200747
55,5104059
55,7720419
58,5414394
49,4060346
54,5590551
58,5090214
64,14293414
47,3694948
51,5570633
3,5783
52,5937952
46,3007171
81,1064179872
49,5900474
0,12957
65,23600989
46,4052446
53,5178005
56,6636748
52,5979547
35,620885
0,13706
49,5881066
49,4459028
66,17859322
0,12953
49,4572562
1,10774
37,707162
44,1174949
55,5854737
69,19472840
47,4654168
60,8594219
46,3627560
48,3376660
0,7391
48,5206497
53,5345925
45,5604415
55,7511920
52,5953089
55,5085036
0,14750
0,7290
58,6355361
0,5139
0,9559
50,5537892
47,5457105
51,4969390
81,916477740
42,1436691
52,5382510
56,6966062
57,6357281
48,6749679
51,5092090
2,10109
54,5931485
0,5395
0,10234
42,979171
52,4670337
0,12935
56,6099302
53,5866477
49,4294269
57,5065675
44,1068831
41,881597
53,5811336
58,7390725
80,1179277662
49,4892785
52,4982911
50,5358148
50,5093055
65,24939974
55,6108982
49,4688270
48,6775930
50,4035247
51,5695000
71,48346145
54,4789083
53,5145274
2,5954
49,3939819
45,5296574
48,3520784
39,502654
48,6003721
0,6925
66,27921789
49,3490762
44,1463802
45,6415067
56,6338381
47,4954591
50,4235672
0,13517
0,12672
33,374603
0,9893
46,5313269
50,5314010
59,5614862
62,14113232
0,9004
54,4569243
45,3428520
50,5823276
52,5773894
48,5650038
54,5569223
45,3554424
55,7427902
39,708641
52,4635376
46,3099243
47,6791864
46,6038468
41,1201451
48,6755966
53,5856845
56,7698623
57,6456478
58,5104327
46,3076302
1,6645
42,914721
48,5885312
40,867278
59,6531725
52,5847130
60,13953306
49,5425044
46,3063650
48,6484345
48,4355104
40,1306112
52,4775250
58,7086990
49,3365359
60,9445864
57,6070817
0,8716
48,6831000
55,5872947
49,5108972
44,802800
46,4047251
51,5904020
54,5312094
60,14088449
52,5359248
63,13497693
0,9254
44,1226145
50,4353865
40,978260
45,5421451
0,8492
59,7413653
49,6501144
49,3403175
68,21139869
42,1336729
64,10938189
48,5461058
54,4512328
45,5253126
49,5116546
61,12006755
51,5377066
60,10505924
47,5669100
52,4319819
57,7663045
62,11882818
48,6088660
51,5840768
48,3481653
60,10162743
51,4711548
49,5671489
57,6247464
60,13912761
45,3323252
43,1430685
53,5309303
40,859855
58,6477289
41,945639
53,4600573
48,6626686
61,14439530
50,4300430
53,5198076
52,5056607
0,7772
48,6162830
60,8647851
43,1002322
55,7120035
47,6433102
58,7750837
57,6156298
58,6765877
52,5453659
48,4997219
53,4070110
0,10688
57,5380765
52,5836318
47,4551511
45,5736163
52,4565662
61,12814850
62,14460141
54,5435524
44,1495972
53,4234365
55,6632866
51,4608639
47,4691313
0,10043
55,7074341
0,9902
61,10166387
59,5717503
46,5816429
65,16776134
58,5382703
60,13890968
76,75909027
57,5742060
48,6447233
51,4186266
54,5949669
48,3838442
51,5646135
48,5999994
57,6648582
40,1104077
0,10573
55,6151068
53,5778139
51,5653130
85,1033289542
57,5762512
46,6783868
51,4673702
49,6207458
64,11384612
51,5425213
58,7413483
0,5195
49,5500573
50,4094537
45,4644557
58,6929490
54,5122482
0,14814
54,4058017
44,925229
53,4334013
0,5469
43,1228300
52,5825830
0,12292
57,6931757
66,29938780
58,7372289
49,4894577
42,1289606
60,13560803
46,6908434
58,7739399
54,4669958
50,4115474
55,7704505
37,689718
0,8611
44,1208121
48,4014427
59,5321024
55,5906048
22,146783
0,14769
46,6400427
58,7365005
63,11306578
47,4279729
55,6267017
72,38404171
69,27607333
51,4153728
46,3497537
49,6579790
54,5606715
53,4549884
47,3515363
0,10847
60,8353335
0,11981
0,8586
0,5505
38,765861
0,10685
42,852382
46,6512124
54,5269691
60,11582057
54,5891288
0,11709
22,122229
45,4685786
48,6596406
50,5345729
50,4175590
54,5534123
47,4831304
53,5385551
52,5789443
48,4045796
55,7103834
46,5844462
58,6871640
54,4549807
0,5508
43,977473
62,8264208
48,5656300
52,5361134
42,1144208
44,1492129
0,9307
49,5510051
69,26868774
65,19018584
46,4704254
60,10757513
48,3171125
51,4839604
55,5840664
48,6488249
49,3799384
55,6153661
63,9352917
52,5120022
51,4505341
48,4483576
49,5072274
44,959932
64,14053427
57,6106023
54,4687178
63,14929722
51,5467964
57,6018762
56,6871593
48,6283178
46,3663120
38,616244
50,5139229
54,5434575
37,638332
53,5961306
0,12439
45,4230669
44,899423
49,3777461
46,6831145
21,147197
38,650070
57,5474465
67,15989079
46,6270007
39,657885
54,5929649
53,5225472
69,25295872
47,4368348
52,4164268
47,3818644
46,6993484
54,4227251
45,5852626
46,6094161
53,4655991
53,5841431
45,6458035
41,961717
70,47991000
54,5859614
0,9270
52,4434546
43,1114458
56,6683297
45,3605209
52,4875405
47,6833258
57,5942677
43,1091051
0,13946
53,4020741
57,6670107
44,809340
0,14780
0,8955
57,5910209
57,7705471
53,5066600
51,4402987
66,16185721
49,4246379
51,4065339
0,10635
45,5548189
52,4648569
47,5164333
46,5562302
47,3726906
56,7672825
45,4284216
54,5749942
45,6254842
49,6892804
49,4169534
49,5958330
53,4936650
54,4692423
51,5979155
48,6251036
43,859347
34,446132
1,9147
47,5742416
51,5766932
69,26145548
46,6280493
55,6878197
56,5047372
44,1226240
45,4087019
54,5936907
44,1205366
46,6030232
55,5087300
47,3161731
47,6691252
60,9605061
65,23395730
58,7876032
51,4619766
45,5801617
52,5110586
54,4962306
50,4073700
48,5274979
49,6999310
46,3052174
54,4075693
53,5638926
64,8447785
56,5383132
43,879579
51,4717105
41,832691
0,9593
49,5924940
46,6946502
44,1120621
43,1179046
40,1464903
49,3589041
44,1401197
63,14936031
0,8453
62,10510628
59,5051832
44,1430205
49,6246597
45,3221358
0,14208
0,7877
0,14068
61,11778303
51,4451858
69,23724166
65,26302277
50,4602242
54,5250702
0,5369
46,6338581
43,947644
50,4510438
51,4647746
19,87009
0,5763
43,1431818
51,5276829
50,4635227
58,5026728
0,10894
56,7991735
54,5523072
53,4629027
51,4265799
60,11812103
42,1175190
49,5623118
47,3481537
54,4618311
19,90181
63,10595019
48,3581922
64,9817440
55,5709430
49,6911641
38,779564
0,9857
50,5375250
50,4879571
62,9664544
47,5014286
63,8528181
42,971415
0,14088
46,4714438
49,4633913
39,538107
48,5302289
59,7246109
67,15133747
40,1459051
18,85294
50,4556609
48,5974960
41,1205604
50,5746721
40,1409081
44,1230255
0,14214
48,4972200
53,5700403
32,326552
43,1273389
39,560694
55,7103754
51,4680201
48,3542345
54,4875728
45,6857963
61,11100667
51,5006480
0,5773
51,4940711
0,14391
45,3802024
48,3626843
56,5948063
59,6462975
44,1165544
42,943170
59,6623877
49,6201835
50,4455445
42,1338318
0,14792
53,4896724
46,5556642
64,11457297
57,6522613
0,13020
57,7729483
40,1373296
8,17441
18,62296
51,5903803
42,1127183
43,980165
49,4259959
70,33347556
61,10085995
53,4352743
53,4710603
77,97374498
44,1284856
47,3692612
51,4479218
42,825851
46,4797691
77,67045593
48,3185683
50,5840685
47,4014824
45,3051488
49,4748420
51,5915990
51,4754448
49,5488798
47,3854819
59,7340172
57,7234006
0,7915
51,5628087
49,5353829
44,1228409
51,4946405
43,891415
54,4615364
41,1046938
11,32334
47,5219082
48,4530591
38,764907
46,4264571
49,4477608
53,5160782
51,4040484
44,925830
62,12811990
62,8539144
47,5648156
47,6546874
11,43890
52,5637402
1,12291
52,5039149
22,109313
0,7611
49,5454128
59,6845770
11,46038
50,4029098
67,16738027
51,4548140
70,46847643
51,5158199
60,9639800
0,9078
46,4246984
53,5927489
59,7115725
41,1004365
1,6845
0,11936
50,5365076
51,5203994
64,8111802
45,6480080
55,7159222
65,27314741
44,1057623
52,5944440
63,13509112
57,5211952
52,4609425
59,6525053
46,5262083
52,5338788
53,5928132
47,3640679
49,3455001
0,13024
54,5330004
46,5083718
51,4664189
0,12470
49,6573869
0,12813
47,5268532
45,6204621
48,4570315
54,5886337
48,4961902
57,6170609
53,4177260
54,4681426
50,4410545
54,4476949
50,5055492
0,12491
23,151673
53,4545537
31,443877
62,11855532
49,4127648
0,14632
53,5345248
47,5225855
59,6418315
48,3532923
48,5753139
50,5907009
46,6051421
50,4823266
41,847076
45,3658007
49,6878268
53,5103641
17,52011
40,985731
54,5959499
42,1002986
0,7864
41,921198
47,5245904
42,1337675
0,7379
47,6202917
51,5043014
50,5986234
27,233640
49,6962091
0,8535
0,9177
60,9641370
63,13430264
42,1126716
52,5907413
52,5788324
53,4759550
75,85467574
38,788505
49,5344722
46,6027667
53,4904658
66,26723195
40,1091321
0,11919
56,6662530
55,5407034
48,6399716
51,5115636
44,1411795
40,817872
51,4420669
52,4282072
53,5108023
44,1367187
42,906939
43,912561
29,283631
54,4882433
49,4707087
59,6106856
50,4721199
49,6009659
46,5308508
0,12322
51,5042902
42,1409068
41,1079182
47,3110406
39,661278
53,4136493
53,5852047
64,11923866
0,13658
51,5981016
46,4661496
46,4804897
47,6646578
53,4651116
57,7078109
47,5060066
43,1151025
59,7834563
42,1066128
43,1074609
52,4343949
0,13028
49,5881533
50,5421470
53,4779506
41,918892
48,6521778
49,3684059
63,9843936
55,5690353
52,5988643
56,6915611
50,5103285
48,4617718
65,29045230
56,6675875
49,5075961
49,5409913
50,5662852
62,14245900
49,4172154
55,7992367
46,5250782
55,6059736
40,1178480
70,43160108
51,5032703
58,6737699
53,5434189
51,4882162
52,4163455
54,4266902
50,5695360
44,1326948
51,4711845
41,1315690
49,4507660
7,29193
62,13326492
68,21036204
47,6716671
55,7957810
50,4904835
46,5908001
41,1075486
58,6124052
49,5500848
58,7156529
52,5225402
59,5723048
52,5322512
49,4834234
51,4048933
55,7746629
50,5430271
54,4604600
0,12875
50,4647285
53,4352670
0,12467
45,5168557
0,7892
49,5853947
54,4425348
47,6230592
56,6993849
51,5110841
50,4910546
42,851238
0,14492
48,3658683
46,4382045
57,5252962
47,5304128
50,5174033
18,93922
0,12031
51,5947691
52,5039530
49,6092989
43,878492
54,4522115
52,5566995
46,4034206
53,5740481
51,4687792
47,5377099
54,4224869
52,4136762
42,1441811
0,11821
50,4074043
0,14625
71,46238683
0,6202
53,4623040
55,7679000
59,6363856
57,6045138
0,11570
63,10840311
46,5907020
0,11239
52,4396999
60,8440000
62,11900678
53,4627606
56,5469195
54,4051321
0,6027
52,5828923
42,1449000
47,6059527
50,4288708
57,6551321
53,4177942
49,3660729
51,5839386
56,5126525
0,10408
58,7438283
48,3861537
55,7056114
49,3883148
52,4060583
61,14829851
52,5020282
56,6808836
48,6755460
53,4252568
1,11930
43,1184177
43,945742
57,5199512
44,1322485
42,1018546
46,4547286
48,6164380
50,5692447
63,12706634
44,901823
2,9671
42,1206948
0,7273
0,12818
47,6018750
50,5867703
46,3173956
66,21434789
47,3556007
49,3711039
50,4605628
0,9751
60,10078540
59,7184363
55,5258307
39,641118
34,323244
48,6138444
46,5256916
47,5396588
45,4639507
48,4356947
48,6087118
62,10617053
57,6219975
45,3306995
52,5275508
0,14075
57,5145295
58,6041717
0,9939
49,4247681
51,5764898
53,5491655
51,5919783
45,3380290
50,5842195
49,3462124
46,5690764
48,4069249
48,5502991
50,5674757
48,5247938
0,12432
38,615299
55,6483481
49,3009502
58,5192591
57,6596767
0,8040
48,3899304
31,497165
49,4927774
62,9332747
56,6012890
48,5064499
0,5916
51,5224077
55,7966362
57,6897868
54,5400046
51,4732032
61,13799452
44,971409
60,14372029
55,7026376
0,6103
52,4611097
50,4929371
47,5616391
48,3542999
62,10183393
40,1465167
51,5217912
57,5480743
40,1215220
55,5077198
60,11369986
47,6346733
64,11058968
44,1424242
13,46867
0,10080
0,14856
48,5909842
46,6500559
50,4946062
55,5311681
50,5402670
49,4326157
38,634295
46,3540255
55,6321752
58,6732408
36,521730
60,14122137
0,5651
62,13739506
55,7002555
0,13914
58,7212356
60,11914809
52,5600280
52,5883666
60,10573452
69,29482357
54,5458923
62,11044634
0,8753
3,11500
60,8174556
55,6665013
53,5800329
46,3280350
0,10805
47,4200793
49,3936958
0,5971
46,5242781
51,4123306
47,4003668
64,12988752
57,6837715
45,4448280
0,6069
45,5033735
73,36572440
13,44114
47,5575052
66,15855242
55,5037854
0,12370
55,6605653
49,3182214
45,6663386
75,88422709
48,6196762
51,5931038
54,4147095
53,5441634
0,7901
47,3192825
56,6486456
0,7297
52,5327282
65,23601992
4,6347
0,8958
63,8469903
0,8759
57,5841562
0,9332
58,6267724
50,5190087
52,5060034
47,3149607
1,6925
43,1117877
52,5960172
57,5937101
52,5261930
0,7280
54,4757316
51,4968275
52,5525028
46,5357064
44,916079
54,4262524
54,4246843
54,4802862
49,3984295
54,4831886
63,11452582
38,757802
0,11952
52,4803108
63,13874195
54,5899497
47,5873330
52,5284384
46,6144280
49,3843266
49,4717897
44,1011930
0,11944
54,4579187
56,5870900
52,5069781
53,5083574
54,4603333
47,6911525
43,1417196
46,4402223
69,17825942
45,4515605
0,13550
0,6512
37,766811
63,11670120
60,12136784
49,4930673
52,4146596
56,7749019
58,5511989
57,7133814
42,1242373
9,21711
54,5639640
47,3987126
53,4489087
0,13058
47,5644761
48,5630593
47,3007189
51,4243823
54,5880942
33,308671
56,7574592
44,1338640
44,961533
54,4657943
52,5349585
50,5646765
54,5921293
49,5807109
53,4493328
50,4106648
57,7809668
60,14593812
44,842469
0,7927
52,5688465
42,1095331
49,3031811
65,28055114
57,6151354
1,11329
42,1248433
52,5882947
49,6728392
0,9446
47,4599124
63,11816668
53,5841951
46,3406165
50,5546713
0,7058
50,4528490
0,11854
46,6305738
51,4117351
54,5073660
43,1176700
38,559333
50,4631905
54,4279052
0,11907
0,5294
53,5231999
49,4441727
59,7234067
61,9504295
10,49432
0,7377
25,265145
50,5396172
61,9707136
60,9734262
45,6211080
65,17600087
64,11468204
0,10576
51,4682816
0,11071
0,9280
58,6281308
0,7052
59,6404103
0,7704
48,6287690
49,3624837
55,7706334
53,5137746
0,6126
63,9502093
61,12792909
48,3520373
0,6011
33,444769
56,5303674
60,12091043
50,4417530
66,28573315
1,5210
49,3562532
46,6852043
51,4489601
65,26402731
47,6245254
0,10000
48,3946311
72,45678673
63,11949353
0,8525
47,4351781
54,4918568
3,9418
47,5356259
52,4126383
45,6583700
52,5685721
0,14986
49,6637135
0,9978
56,7559890
57,7612561
53,4029887
60,12058267
48,3897298
0,6280
52,5950379
59,5290005
10,45107
4,8527
52,5391539
47,4039211
52,4359084
58,5027342
58,5847761
52,5587521
55,5490798
49,6669837
47,6214352
45,3015384
63,11753962
52,5754533
47,4843409
62,9409799
56,5696590
54,4235593
46,3184850
0,9416
55,5689906
0,11379
59,5665316
25,200425
0,10470
55,6605640
50,5618815
61,11075053
52,5214226
46,5837086
24,147151
57,5940810
52,5201182
63,12773799
54,5611757
55,7864077
55,5406808
53,5117255
57,5889620
2,12259
0,12100
49,5341693
0,6297
50,5544614
0,14388
52,5969031
55,6797987
51,4510451
57,6558408
60,13061787
56,5383921
52,4047732
57,6008632
53,5533208
44,1134602
49,4827123
56,6152566
49,3592530
0,5131
51,4242429
52,5826238
67,23394178
10,32733
57,6646005
50,5992677
44,1366118
54,4284641
56,7366653
53,5151981
77,87609168
0,8122
50,4334901
44,812341
60,11190343
2,13794
49,6713919
48,5583553
45,4673253
46,6994196
43,915636
50,4199311
54,4954708
0,10529
45,5428484
54,5308795
0,7927
55,5822996
0,10539
53,4803385
56,7977532
51,5476273
46,5449008
45,4167862
47,3563440
55,7999532
47,6495565
58,7393608
55,6870097
58,6974077
0,7501
54,4886888
0,13702
44,920265
58,5971440
64,9980721
51,4147845
52,4740405
0,5574
52,4502748
47,3217032
49,5895217
58,6275100
65,21924320
51,5636276
47,6056212
0,5361
52,5156335
44,816531
56,5443388
44,967542
53,4674885
52,5098211
40,1270657
55,5093983
53,4914016
49,4316449
65,25000008
49,5361706
61,9697938
53,4547198
50,4028809
44,880907
42,1260667
56,5200766
59,5377017
49,3520190
0,14125
55,6143924
51,5892275
53,5296130
67,19471551
41,912419
50,4267966
49,6711180
50,4078543
58,6939260
56,5035321
27,290235
44,1182991
61,9086833
58,7367821
52,4654283
50,4905282
56,5094302
58,5834739
54,4350456
1,11216
57,7594482
40,1109936
61,14407365
59,7331495
51,5615211
23,152706
29,288462
40,937934
59,7102852
63,12664293
54,4105512
48,4484293
64,8944049
48,6059135
29,246302
0,14067
51,4267849
65,18202906
26,260750
0,5406
72,43555160
55,7435578
53,5927578
64,11001105
53,5064946
66,28403393
61,8082506
54,4324205
67,20622632
57,6438777
52,4638269
59,5791979
50,5593934
43,1116782
54,4859065
62,9836371
0,7268
61,9990644
43,852834
71,47551166
55,7529065
58,5022172
42,832698
49,4823063
61,10959582
64,10915063
61,10793042
57,6016189
64,14826154
54,5255131
53,4491437
53,4412702
59,6369525
48,4165340
0,13493
50,5804396
0,12717
64,14417699
57,6599208
64,13690476
49,4914585
55,5764849
39,572407
56,6994670
0,6855
30,402994
56,7058615
50,5990010
59,7496117
53,4337574
48,5912326
57,5779651
45,4270588
41,955665
55,7490152
52,5579428
46,3518892
50,4010268
49,5993269
74,47963245
54,5562809
61,13116292
54,4998641
0,8872
54,4558138
6,19575
63,8394222
47,5419674
51,4375984
41,1248819
53,4367423
57,7450097
57,6087975
62,11203514
66,21873723
44,933687
50,5999721
48,3491908
55,5348543
52,5781779
59,5778387
62,14905779
0,10378
70,42116914
55,6499324
0,11028
58,5227088
52,4290580
56,6185777
63,9819605
51,5766977
56,6689673
69,23551153
54,5845625
58,7043750
47,4323281
61,14081915
51,5416900
58,6838159
55,7672280
66,21563480
50,4987427
51,4847813
66,22546598
56,7573135
0,14927
0,10521
53,5999920
68,22169639
0,12031
55,5532445
50,5243568
0,7676
51,4195497
54,4505801
46,3557362
58,5527637
59,6037630
17,52700
49,5780676
0,5259
53,5348325
0,11072
43,1164471
53,4150722
54,5767053
57,5942395
0,9246
49,5381974
54,5281838
1,6133
50,5319465
49,4936530
55,5690527
61,13019054
53,4698785
48,4286330
42,1498008
58,5147311
57,5715201
51,4105562
39,750163
59,5170346
55,5964017
42,1141625
57,5401917
0,14652
52,4201519
48,3764263
55,5588976
54,5261066
49,6284405
51,4544617
56,7998846
59,7483918
51,4397900
57,7617103
62,13809468
0,8505
55,5552379
53,4108800
58,6606272
53,4239695
56,5539431
52,5984923
55,7197083
0,8875
47,3503306
68,15114758
1,12918
57,5961710
2,7383
72,30568008
4,11274
62,11939708
54,5214467
61,12506538
76,60459056
57,6170923
63,10322629
60,11722308
35,503696
0,7523
52,5653288
55,7176079
55,7118748
59,5675495
54,5332305
0,12764
50,5276824
52,4375732
64,12551230
52,5901969
0,14461
58,7957447
0,12306
24,127235
0,5330
0,11545
68,29121881
52,5558103
0,7665
55,5221778
42,952503
0,8036
0,10972
53,4631223
49,4814427
65,27836546
57,6441961
52,5278133
58,7099653
55,7298913
58,7136281
65,21723681
64,9869651
55,6320274
54,5888695
41,1046697
53,5648861
49,6314947
47,6681318
0,6058
0,5173
50,5781735
0,5495
34,401915
62,8341038
56,6098154
48,5466392
0,12792
59,6000832
0,5459
52,5557760
50,4775901
19,68186
53,5922287
50,5054235
47,3606059
56,6758419
53,4342583
58,6097719
0,8920
0,11549
51,4466004
56,5595516
58,7365333
0,6043
50,4420436
43,1034847
50,4693655
53,5440999
40,1288510
49,6011391
57,6819669
61,11301904
56,5754245
52,4578050
50,5791768
19,54678
0,8046
66,15888443
49,3193679
48,5099129
0,7533
54,4344571
0,10044
43,1215876
63,9783950
50,4349526
61,13237055
0,6175
42,910206
0,10649
54,5961175
56,5605463
58,7632315
62,13936675
49,4273444
0,7758
0,14879
50,4772376
64,9352306
59,7473905
60,8984314
42,1325852
0,8908
53,4051924
0,12663
52,4149235
49,3760737
64,8049795
58,6074791
52,4627830
0,6312
49,6238943
65,15254846
50,5791107
41,1466868
64,13583004
57,6090323
71,41236393
51,4515561
49,4814349
51,4970885
49,3074149
55,5964152
78,89018158
46,6481191
44,1494319
60,14238149
55,7645082
48,6836166
0,7347
50,5129166
55,5428241
53,4241732
9,22867
46,6189469
51,5104620
50,5977343
0,13153
66,25422698
57,6020663
53,4060422
57,6286738
49,6253286
46,3859029
64,14464510
60,14833370
56,7325905
54,4482256
58,7964377
63,12385998
0,12311
53,4608108
52,4405018
0,6862
59,5747717
0,8480
48,6936248
60,8503908
53,4911964
0,13286
54,4728731
52,4716255
53,4067893
60,8412319
48,5750238
50,5364904
68,28232560
43,1313700
51,4471231
61,9416003
56,7122201
58,6775686
61,9470646
0,13173
51,5445531
0,12133
54,4437452
55,5585793
56,5730421
74,41884108
61,8872491
0,5430
63,10701744
57,6920470
51,5703910
53,4149673
61,11380063
56,5315682
53,4404963
53,5196085
68,26604337
54,5203640
54,5511530
67,18105103
72,40433796
0,6749
52,5220126
0,14115
56,5080470
59,7194239
60,14787086
49,6220074
57,6816940
50,4156817
41,1250203
64,14255041
60,10651365
0,14895
52,4685970
56,5493013
49,3497656
53,5950300
0,13174
0,5225
63,8006555
0,7013
48,5748895
67,26417352
60,11853382
51,5226440
51,5450726
57,7578259
52,4181360
60,14143349
59,7359899
50,4757316
0,5048
63,12128844
49,3443541
72,40297624
54,4854653
0,7957
53,4054653
56,7780554
67,19494199
51,4655269
2,5380
0,5912
51,4849487
52,4438691
54,5111176
0,12928
48,6744615
63,14284286
54,4059614
0,11861
35,705081
56,7350373
57,7607703
6,27254
75,67027998
51,4894447
51,4581296
51,4335160
26,254762
54,5222448
65,28628282
55,6037548
0,14621
64,8350890
63,11759641
52,5115572
61,10847187
53,5693919
0,9150
57,5258692
52,4046567
70,41708558
59,5197680
55,5151924
29,293224
